,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,-0.159145,-0.288971,0.065693,-0.143682,0.029741,-0.003167,0.079155,0.038047,-1.085551,-0.882804,0.516159,0.630481,-0.458714,0.353536,-0.391205,-1.104336,0.033305,-0.178822,1.174076,-1.538513,-0.181617,0.233168,-0.194442,-0.122388,-0.043055,0.246135,-0.100034,0.138731
1,-0.218954,-0.352678,0.090332,-0.203047,0.026922,0.004588,0.124875,0.063666,-1.473377,0.073295,0.655185,-0.115573,-0.322033,0.729817,-0.261628,-1.643762,1.130744,-1.280000,0.722202,-0.867817,-0.048107,0.219392,-0.270974,-0.179822,-0.030405,0.330795,-0.160332,0.202426
2,0.024918,0.106526,-0.019873,0.021427,-0.006954,-0.006832,-0.012948,-0.007353,0.222848,1.158708,-0.724704,0.483962,0.471848,-0.135402,0.338543,0.694615,-0.076276,0.148131,-0.687759,0.161807,-0.307144,0.393787,0.047338,0.021154,0.028840,-0.075204,0.000343,-0.037634
3,-0.348807,-2.471149,0.343719,-0.904709,0.253983,0.553500,0.178684,-0.024074,0.530095,-0.110514,-0.624933,0.807833,97.506941,233.656907,137.668879,0.366208,-0.787345,0.362325,-1.175619,-0.050026,-0.000740,-1.417410,-0.801845,-0.281879,-0.754576,1.710445,-0.569344,0.886560
4,-0.030925,0.603778,0.110890,-0.049555,0.145934,-0.295163,-0.070495,-0.140157,-0.715920,0.282605,0.481431,10.987075,232.662677,254.422282,239.253692,25.436274,1.113238,-1.242440,0.348621,0.280157,-0.160818,0.091791,0.576578,0.139110,0.642560,0.083786,-0.019197,-0.246042
5,0.157042,1.160619,0.459057,0.332295,-0.194446,-0.713564,-0.549058,0.120914,0.016719,0.566602,0.763123,148.127507,253.854254,254.011803,213.693034,0.491062,0.226925,-0.497389,0.764524,-0.775509,0.062618,-0.864195,-0.005593,-0.419787,0.744897,-0.195798,0.384681,-0.220087
6,-0.111865,0.322005,0.238444,-0.012713,0.140989,-0.284254,-0.045348,0.241715,-0.365620,0.121357,1.088881,165.132767,253.877497,253.588815,131.466444,-0.586504,0.509338,0.078700,0.121080,-1.049559,0.523426,0.481135,-0.048864,-0.312096,0.224959,0.127333,-0.040944,-0.012997
7,-0.315730,-0.411141,-0.053193,-0.208862,0.488409,0.135402,0.494622,0.372118,0.325331,-0.215588,-0.164665,166.230847,253.602403,253.620816,52.788776,-0.118119,-0.341534,-0.166489,-0.506297,1.279974,0.333499,-1.206555,-0.027338,-0.085647,-0.276048,0.380217,-0.357858,0.074966
8,-0.226116,-0.040628,0.004190,0.134183,0.408050,-0.074703,0.317662,0.445727,0.562983,0.630486,-0.175518,240.779377,253.646993,236.739177,21.234263,-0.455820,0.481765,0.559510,0.210382,0.118029,-0.026783,0.661231,-0.143478,-0.192402,-0.266663,0.037743,-0.089464,-0.057570
9,0.912352,0.137021,-0.076572,0.179052,0.504532,0.709672,-0.246638,-0.487975,0.446618,-0.613203,125.482415,253.756995,253.429832,172.138669,0.429546,-1.220975,1.188982,0.113659,0.788136,-0.693104,-0.104645,-0.930157,1.596016,0.768373,-0.305424,-0.402110,0.634134,-0.201925
10,-0.521114,-0.505041,0.117838,0.530678,0.746552,-0.508005,0.489466,-0.520844,-0.797433,0.518280,158.803636,253.833908,253.424677,64.794492,-0.192006,-0.585189,5.510559,92.991991,151.133288,114.320403,9.867440,-0.099273,0.139354,0.330348,0.644540,0.270719,1.060894,-0.198214
11,0.522917,0.295057,-0.190914,0.823857,-0.351419,0.045667,-0.426358,0.744637,0.484442,27.423646,242.958505,253.849431,232.969310,17.082065,-0.166094,41.014189,196.603773,254.158419,253.032790,253.993439,204.455983,6.590975,-0.604703,-0.533281,-0.082509,0.286999,0.967278,-0.473808
12,-0.993203,0.347053,-0.571060,-0.324576,0.217889,0.252599,0.094990,-0.189970,0.695656,125.785773,255.238176,253.074735,118.931753,0.570311,85.044914,245.799745,254.302544,254.101246,253.784144,253.771863,253.196474,85.339164,0.495788,-0.304620,0.115860,-0.395812,-1.034786,-0.320793
13,-0.467528,-0.241105,0.459939,-0.053569,-0.515413,0.543830,-0.545966,-0.746719,-0.441200,141.583484,253.947497,254.376078,61.057202,109.772929,246.239601,253.714846,240.427498,126.021718,192.786718,254.231884,254.494869,86.740697,0.451798,-0.586654,0.447881,-0.005615,-0.623458,0.842374
14,-0.305526,0.065815,-0.250434,1.679273,0.115975,0.300189,0.141157,-0.368972,0.069070,214.487182,253.638288,230.126820,10.314494,227.409992,253.275750,240.265306,65.723283,-0.425524,134.619499,253.983740,253.197231,48.914067,-0.250791,0.492891,-0.312002,-0.096198,0.666619,-0.721164
15,-0.531138,-0.394899,0.653750,0.223759,-0.486301,-0.124798,-0.274564,-0.067897,97.042993,252.978306,254.088568,145.787562,141.641361,253.911754,253.452942,76.103639,-0.880728,1.685204,218.583028,253.425479,234.252674,18.291932,-0.029147,-0.649961,0.165535,0.267519,0.120495,0.562390
16,0.253951,1.028900,-0.117071,0.138391,-0.350611,0.031658,-0.403025,0.262787,128.654186,254.366351,253.711748,175.587606,254.228171,254.595034,130.904306,0.909597,0.643003,107.993292,253.953607,254.264238,192.758137,-0.187627,0.630080,-0.231103,0.069145,-0.869930,0.054986,-0.314899
17,0.237141,0.303313,-0.511600,-0.555572,-0.007749,0.673563,0.122687,-0.025786,135.631089,253.781949,254.381960,253.387480,254.315820,236.830354,32.372071,4.867727,87.851273,249.221655,254.687440,245.552355,60.171345,0.181237,-0.300441,-0.124154,0.108396,-0.556397,-0.686005,0.045224
18,-0.997682,-1.531509,0.327909,0.294397,0.075120,-0.349935,0.432456,-0.236063,211.573848,253.140719,254.330225,253.603301,253.901589,87.109193,98.086007,194.042301,253.338909,253.810618,252.940143,128.667233,0.212673,1.537202,-0.054656,-0.409180,0.294793,0.095696,0.140484,0.910044
19,0.513334,-0.575901,-0.149231,0.735596,0.044729,-0.018131,-0.962434,-0.208504,194.552446,254.393578,253.882513,253.555962,253.668763,223.821247,253.897333,254.594572,253.509620,253.196627,126.502630,1.417268,-0.057322,-0.063086,0.469912,0.211928,-0.839612,-0.323105,0.724299,-0.514231
20,0.171565,0.496104,-0.079057,0.468677,0.059651,0.575052,0.189811,0.046424,127.868726,254.465261,252.967466,253.810975,253.801682,254.230708,254.214365,252.786783,221.893981,98.093185,2.057191,-0.851357,0.043438,-0.748704,0.257160,0.040875,0.060680,0.180333,-0.063802,-0.036896
21,-1.114373,-0.416455,0.424640,-1.119435,0.584594,0.139147,0.716761,-0.052274,55.935586,212.029596,253.502794,253.991921,254.620146,253.852665,221.375716,101.342492,11.039450,0.701886,-1.047680,1.439046,0.856717,0.995191,-0.910869,-0.730859,0.429254,1.691091,-0.777492,0.450588
22,0.526724,-0.025720,0.391215,0.160814,0.093631,0.209081,-0.490459,-0.346878,-1.803988,26.594834,140.362145,250.144164,117.545448,57.738086,6.305451,0.495313,0.623102,0.281826,0.063357,-0.226494,-0.072141,-0.469301,0.155685,-0.050288,-0.060549,0.180897,0.744228,0.097762
23,0.019232,0.040611,0.005983,-0.076460,-0.015359,0.037176,-0.030422,-0.027634,0.296309,0.734630,0.428669,0.464440,0.395826,0.192496,-0.362861,-0.816336,0.847811,-0.065266,-0.782060,-0.764958,0.577180,1.608452,0.077119,-0.009041,0.014215,-0.042106,-0.069213,0.034343
24,-0.175281,-0.256838,0.063926,-0.122158,0.019149,-0.022230,0.097340,0.074688,-0.644556,0.768205,-0.310760,0.368488,-0.734233,0.032099,-0.612008,-0.813210,0.413937,-0.931241,0.859680,-0.770972,0.859080,-0.342060,-0.238736,-0.145533,-0.034233,0.250847,-0.100623,0.129663
25,-0.060902,-0.122029,0.018350,-0.077352,0.017095,0.019376,0.033641,0.002872,-0.017652,0.169784,0.395905,-1.238193,-0.292787,0.741911,-0.623945,0.193222,0.214983,-0.319323,0.694496,-0.430901,0.639160,0.622497,-0.037144,-0.034652,-0.025472,0.084586,-0.062465,0.062431
26,-0.142732,-0.184900,0.029985,-0.068137,0.037105,-0.025540,0.095558,0.044927,-0.328201,1.057663,-0.140521,-0.134818,0.374976,0.513547,-0.278814,0.928580,-0.623782,-0.679896,0.906093,-0.595485,-0.622122,-0.366957,-0.163461,-0.077908,-0.019693,0.173706,-0.061240,0.070377
27,0.147178,0.192119,-0.052049,0.116019,-0.012067,0.009597,-0.090328,-0.062343,1.274929,-1.140644,-0.156535,-0.781856,0.598558,-0.609201,0.002397,1.003778,-0.808789,0.468482,-0.023442,-0.197964,-0.079342,0.162284,0.215707,0.129280,0.008707,-0.214170,0.103379,-0.114655
