,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.004277,-0.069168,0.000160,0.006091,0.013595,0.074169,-0.236534,0.386739,-0.189132,0.323940,-0.918264,0.499317,-0.268766,0.212786,-0.511562,1.074230,-0.088776,-0.148378,0.014900,0.323967,0.686520,-0.916710,-0.005481,-0.058986,0.060176,0.012194,-0.052885,-0.048654
1,0.031345,0.085059,0.015797,0.019701,-0.042218,-0.090966,-0.388115,0.277302,-0.667668,0.326449,-0.383741,-0.372977,1.312883,-0.028338,0.807869,-0.724059,0.524725,-0.191916,-1.130553,0.500759,-0.660757,0.387199,-0.009230,0.049260,-0.117060,-0.035431,0.104206,0.075895
2,-0.055343,-0.016789,-0.031555,-0.004238,-0.032278,-0.006781,-0.146286,-0.665853,0.808045,0.089453,-0.090665,0.785556,-0.526246,0.379076,-0.635542,-0.733519,0.204137,-0.571987,0.054031,-0.287758,-0.272898,1.139937,-0.046679,0.047160,0.045167,-0.009515,-0.048093,-0.076819
3,-0.018341,0.074761,0.008779,0.043490,0.012749,-0.046253,0.752929,-0.781554,0.395504,0.707806,0.782481,-0.376627,0.700892,-1.054508,-0.322900,-0.437161,0.486969,-0.081730,-0.883573,-0.024458,-0.179349,0.110255,0.029418,0.055281,-0.058284,0.042259,0.000240,0.033653
4,-0.080393,0.014675,0.000609,-0.002154,-0.046559,-0.035081,0.719544,-0.377618,-0.113167,-0.095251,0.449990,0.039421,-0.098561,0.197984,0.160588,0.002497,-0.190815,-0.832623,1.265667,-0.417608,-0.675135,0.522824,-0.002442,0.094479,0.012108,0.005673,-0.041004,-0.069331
5,-0.284044,0.096442,0.296631,-0.020922,0.713962,0.280186,-1.229533,126.567965,225.734874,7.009754,28.914846,127.739872,141.178463,214.573892,253.404186,153.074917,128.954729,22.962872,0.014571,0.332865,1.022793,-0.725402,-0.107546,-0.077420,0.050907,0.161814,0.411974,0.541896
6,0.599627,0.089310,0.305800,-0.114939,0.736019,0.424338,58.673546,242.565807,230.684079,150.582194,252.001221,251.500132,252.676381,252.460415,251.350168,252.072615,253.517718,232.974573,131.949835,7.077964,-1.027612,1.386932,0.358723,-0.539520,-0.383349,-0.280494,0.799440,0.418510
7,-0.184345,-0.443906,-0.202365,0.221656,-0.198411,-0.170940,82.802889,252.329906,253.909066,251.379274,252.145584,177.166399,106.644770,55.630260,57.071514,155.160158,178.043834,252.919395,251.395808,152.701445,0.296580,-1.500660,0.019892,-0.190312,0.035188,0.107255,-0.399628,-1.277623
8,-0.540782,0.121550,-0.147280,-0.570137,-0.014041,-0.090280,84.821623,251.146397,253.352432,202.432013,27.891066,2.662250,0.414332,0.522220,-0.336217,0.693402,4.519236,127.319321,251.611096,252.450318,100.490516,0.049978,0.617171,0.258579,-0.936517,0.430676,0.033926,-0.008400
9,-0.344109,-0.236510,-0.401170,-0.275006,-0.723886,0.112008,36.922549,237.786438,254.924353,183.672803,0.608005,0.284046,-0.490045,-0.626049,0.053801,0.173533,0.707719,26.343931,223.189605,253.006705,113.812130,-0.736428,-0.450159,0.440335,-0.133790,-0.524774,0.083608,-0.516458
10,0.916755,-0.777151,-0.579417,-0.357435,-0.401695,0.410804,1.193997,224.642977,253.082551,158.693722,-0.214334,0.567757,0.025264,0.627137,-0.213490,0.069993,0.376768,0.250080,196.315131,251.847015,112.902988,-0.678479,-0.989021,-0.854108,0.291742,-1.195925,0.763116,0.153436
11,-0.261791,0.064756,-0.269581,0.146140,1.194917,-0.061105,-0.136509,100.199394,252.447754,240.058950,158.557660,10.757939,-0.678289,-0.121985,1.012815,-0.142876,-0.629770,18.973657,215.537275,252.538845,112.838868,0.158859,0.548475,0.503036,0.774929,0.442339,-0.473618,0.621373
12,0.056617,-0.451994,-0.149551,-0.215540,0.344445,0.369444,0.835736,-0.055126,152.686744,252.417788,252.183696,227.619386,101.184952,0.430843,-0.012375,-0.797157,13.361722,193.603535,251.603225,202.612190,12.659220,-0.184941,0.092079,-0.974872,0.410602,0.200094,0.034170,0.529594
