,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,-0.025943,-0.007776,0.007191,0.030312,0.033185,0.481987,0.316544,-0.170875,0.244987,0.425508,0.261108,-0.039670,0.212607,0.151799,0.025346,0.115190,0.207497,0.068128,0.362999,-0.589758,-0.050270,0.040665,1.107081,-0.006862,0.029295,-0.061482,0.080777,-0.017496
1,0.010715,-0.007722,-0.012719,-0.013032,-0.009348,-0.086762,-0.372975,-0.404601,0.374253,0.124944,-0.809432,0.088329,0.331390,-0.283688,-0.239493,0.063691,-0.168421,0.180355,0.053154,0.843410,-0.081531,0.324501,0.579062,0.001324,0.011516,0.032653,-0.033173,-0.008085
2,-0.032268,-0.017037,0.034252,0.062415,0.049309,0.778858,0.036994,0.329230,-0.627354,0.302343,1.069704,-0.510902,-0.317474,0.092641,0.070190,0.157726,0.529347,-0.498597,1.018190,0.179907,0.280805,-0.145490,-0.143382,0.004179,0.058627,-0.098742,0.102441,-0.030363
3,0.058516,0.005984,-0.022084,-0.078873,-0.041429,-0.779157,0.254564,-0.072863,0.428187,-0.479077,-0.219116,-0.005495,-0.000453,0.409373,0.455470,0.181861,0.183096,0.030452,-0.340379,0.467740,0.506826,0.229711,-0.105408,-0.013993,-0.044885,0.116303,-0.130631,0.033527
4,-0.092704,0.426325,-0.541107,-0.077928,0.018702,1.103670,-0.114614,-0.216783,0.408842,-0.853699,8.850005,74.619052,193.047299,123.595861,25.315323,1.094492,-1.232297,1.277668,-0.593214,0.172515,0.320763,-0.094904,0.448643,0.233838,-1.067449,0.080634,0.784436,0.562691
5,-0.068484,0.463376,-0.130147,0.579222,0.575202,-0.159087,0.475370,0.477076,-0.431720,5.500024,155.881609,254.498032,253.084660,254.113662,229.638359,174.846120,59.788274,-0.895944,-0.157871,0.093647,0.078071,-0.168179,-0.320020,0.283984,-0.094341,-0.064721,-0.362113,0.198697
6,0.076884,-0.325092,-0.273126,-0.022734,1.041631,-0.094620,-0.575064,0.499042,0.620983,107.529866,254.545261,253.169236,249.462565,252.350610,253.236525,255.114526,245.957571,96.045443,0.421177,-0.049630,0.439388,0.238888,0.362337,-0.023823,0.692712,0.485340,-0.536983,-0.462707
7,-0.312987,0.003656,-0.667540,0.111792,-0.303141,0.516624,-0.203895,7.879949,126.177014,242.694887,254.806728,182.536672,9.873023,66.478954,188.344613,233.244292,253.214823,254.756808,76.022367,0.775907,-0.104271,0.232482,0.670609,-0.018899,-0.222672,-0.249149,-0.341779,-0.487079
8,0.097422,0.118814,-0.164093,-0.668599,0.048373,-0.338316,0.571986,78.152372,253.725664,255.184753,182.151245,15.976296,-0.360824,-0.316833,0.139043,42.490412,192.740435,253.688345,220.122811,95.651163,-0.093071,0.257817,-1.312615,-0.244941,-0.432368,0.184461,0.115046,0.302344
9,0.088732,-0.132900,-0.096304,-0.123500,-0.404122,0.347138,5.100382,243.664684,254.141252,141.417738,10.945543,-0.078705,0.064500,-0.345845,-0.248803,-0.035186,7.144808,156.749402,254.498343,219.118997,25.760818,-0.189498,0.529023,-0.121003,0.924103,0.527029,-0.636726,-0.258069
10,-0.979637,0.560303,0.537968,0.115709,0.140380,-1.022950,93.667307,253.598342,182.944485,8.785540,1.152702,-1.847437,0.406897,-0.526575,-0.516322,0.724765,-1.028263,1.094463,175.906899,254.165401,215.117244,2.970881,1.765010,-0.234929,-0.232203,-0.578414,0.649658,0.270392
11,0.783533,-0.448850,-0.603850,-0.307477,-0.290220,59.149182,246.013336,254.169315,64.922129,-0.982192,0.403757,-0.779933,0.499895,0.036735,-0.041175,-0.204050,0.621191,0.186156,53.028782,254.922433,254.098567,42.454592,-0.092855,-0.130733,0.031072,0.419365,-0.037576,0.222090
12,-0.082970,-0.296288,-0.076247,0.305460,-0.007203,75.155259,254.557865,206.081364,5.811666,1.909127,-0.290448,-0.437355,-0.625390,0.427016,0.468665,-0.035109,-1.236166,-1.283525,2.736541,128.829883,253.591685,165.812689,-0.282203,0.284930,0.232950,-0.325161,0.526150,-0.276585
13,-0.112445,0.172518,0.282163,0.044027,-0.440895,77.439978,253.590099,102.889231,0.295464,-0.932923,0.986735,-0.880248,-0.211962,-0.133061,0.427601,0.369569,-0.560499,0.688698,0.744701,65.541648,254.307965,222.236318,0.625449,0.585464,-0.515408,-0.360494,-0.254981,0.042906
