0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,71,3,39,110,118,155,110,110,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,109,237,237,237,133,127,62,18,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,7,80,96,147,97,237,237,174,65,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33,49,0,0,97,115,156,99,237,227,237,132,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,64,0,0,130,121,196,92,46,29,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,46,50,32,4,72,79,121,76,230,237,153,38,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,42,0,22,4,48,53,111,160,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,85,128,111,237,199,237,105,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,38,200,193,237,186,227,237,237,148,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,23,0,62,76,231,181,231,237,237,218,237,131,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,118,230,255,237,237,208,237,160,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15,43,8,0,88,93,138,83,226,224,237,160,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,53,0,15,0,7,18,105,200,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19,33,0,0,37,9,42,0,129,131,143,108,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,166,47,0,0,40,0,46,27,224,170,126,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30,201,59,0,0,48,31,7,124,109,130,34,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,47,237,237,16,37,67,70,161,237,199,112,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,14,2,111,237,237,237,155,141,117,57,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,0,7,109,30,39,117,103,223,56,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
