0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,51,30,43,39,50,27,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,189,238,147,252,201,237,74,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,34,227,253,122,239,233,252,106,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,68,0,10,147,224,252,253,252,104,84,157,253,122,5,0,0,0,0,0
0,0,0,0,0,0,28,0,46,0,0,80,131,252,252,181,134,82,61,189,253,167,0,0,0,0,0,0
0,0,0,0,0,0,0,82,78,58,51,238,253,253,190,160,253,228,47,79,72,168,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25,120,100,195,252,179,12,30,121,21,0,0,90,243,24,0,0,0,0,0
0,0,0,0,0,0,0,0,50,87,94,233,208,179,39,0,53,26,0,0,81,252,33,0,0,0,0,0
0,0,0,0,0,0,0,140,178,252,82,71,66,28,0,0,0,0,0,0,253,252,195,0,0,0,0,0
0,0,0,0,0,0,0,0,91,15,0,47,0,42,0,0,0,0,10,0,185,252,107,0,0,0,0,0
0,0,0,0,0,0,0,0,85,42,4,109,65,80,0,0,0,0,0,0,150,253,84,0,0,0,0,0
0,0,0,0,0,0,4,147,252,81,0,62,0,66,0,0,0,21,31,0,253,252,148,0,0,0,0,0
0,0,0,0,0,0,85,252,230,93,0,0,16,36,0,0,2,0,43,135,253,111,103,0,0,0,0,0
0,0,0,0,0,0,103,252,223,0,0,24,0,62,103,68,0,117,117,252,225,63,33,0,0,0,0,0
0,0,0,0,0,0,85,95,52,0,25,0,0,0,18,0,0,0,22,173,98,0,5,0,0,0,0,0
0,0,0,0,0,0,0,253,225,31,0,47,0,0,33,68,117,253,162,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12,252,107,146,48,29,123,60,68,120,223,141,56,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,85,252,50,252,229,119,252,248,252,196,130,0,36,176,164,0,0,0,0,0,0,0
0,0,0,0,0,0,62,199,66,174,253,252,252,233,81,0,0,0,0,5,0,68,0,0,0,0,0,0
0,0,0,0,0,0,31,141,5,252,253,87,141,37,0,31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
